ID;FFECHA;Mora30;Mora60;MoraMax_UltimoSemestre;Experiencia;PersonasCargo;GastosFamiliares;GastoArriendo;TiempoActividad;OCUPACION;TIPCONTRATO;Edad;Estado_Civil;Genero;Ingresos;Nivel_Academico;Tipo_Vivienda;TiempoCliente;Tiempo_SistemaFro;PORCEND;Obligaciones_SistemaFro
3017;201701;1;1;229;1;0;9000;0;2;EMPLEADO;TÉRMINO INDEFINIDO;20;SOLTERO;FEMENINO;13432,83582;UNIVERSITARIO;FAMILIAR;7;7;1;1
3018;201706;0;0;0;0;0;8705;0;3;EMPLEADO;TÉRMINO INDEFINIDO;20;SOLTERO;FEMENINO;12992,53731;UNIVERSITARIO;FAMILIAR;0;0;0,459506031;0
3019;201806;0;0;0;0;0;7319,67;0;9;EMPLEADO;OBRA, LABOR O MISIÓN;26;SOLTERO;MASCULINO;10924,8806;TECNÓLOGO;FAMILIAR;0;0;0,546472724;0
3020;201707;1;1;122;0;0;6880;0;1;EMPLEADO;TÉRMINO INDEFINIDO;22;SOLTERO;MASCULINO;10268,65672;BACHILLER;FAMILIAR;0;0;0,436046512;0
3021;201701;1;1;90;0;0;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;20;SOLTERO;MASCULINO;9194,029851;BACHILLER;FAMILIAR;0;0;0,487012987;0
3022;201807;0;0;0;0;0;6186,17;0;1;EMPLEADO;TÉRMINO FIJO;27;SOLTERO;MASCULINO;9233,089552;TECNÓLOGO;FAMILIAR;14;0;0,96990545;0
3023;201707;1;0;47;0;0;8113;0;1;EMPLEADO;TÉRMINO INDEFINIDO;25;SOLTERO;FEMENINO;12108,95522;TECNÓLOGO;FAMILIAR;1;0;0,986071737;0
3024;201706;0;0;17;1;1;8600;0;5;EMPLEADO;TÉRMINO INDEFINIDO;24;SOLTERO;MASCULINO;12835,8209;BACHILLER;FAMILIAR;41;41;1,046511628;1
3025;201712;1;1;91;0;0;8500;0;1;EMPLEADO;TÉRMINO INDEFINIDO;19;SOLTERO;MASCULINO;12686,56716;BACHILLER;FAMILIAR;0;0;0,470588235;0
3026;201705;0;0;0;0;0;6500;0;1;EMPLEADO;OBRA, LABOR O MISIÓN;28;SOLTERO;FEMENINO;9701,492537;TECNÓLOGO;FAMILIAR;0;0;0,461538462;0
3027;201705;0;0;17;0;2;9000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;29;SOLTERO;MASCULINO;13432,83582;TECNÓLOGO;FAMILIAR;0;0;0,555555556;0
3028;201710;1;1;198;0;0;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;28;OTROS;MASCULINO;9194,029851;BACHILLER;FAMILIAR;1;0;0,974025974;0
3029;201707;0;0;17;0;3;6691,1;0;1;EMPLEADO;OBRA, LABOR O MISIÓN;27;SOLTERO;FEMENINO;9986,716418;TECNÓLOGO;FAMILIAR;0;0;0,448356772;0
3030;201705;0;0;17;1;0;6441,28;0;1;EMPLEADO;OBRA, LABOR O MISIÓN;27;SOLTERO;MASCULINO;9613,850746;UNIVERSITARIO;FAMILIAR;70;70;0,931491877;1
3031;201706;1;0;60;1;0;7000;0;2;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;FEMENINO;10447,76119;UNIVERSITARIO;FAMILIAR;23;23;1;1
3032;201708;0;0;27;0;0;7780,27;0;1;EMPLEADO;TÉRMINO FIJO;27;SOLTERO;FEMENINO;11612,34328;UNIVERSITARIO;FAMILIAR;0;0;0,514120975;0
3033;201709;1;1;107;0;0;7042,69;200000;5;EMPLEADO;TÉRMINO FIJO;27;OTROS;MASCULINO;10511,47761;OTROS;FAMILIAR;0;0;0,567964798;0
3034;201708;0;0;0;0;0;7325,45;0;1;EMPLEADO;OBRA, LABOR O MISIÓN;27;SOLTERO;FEMENINO;10933,50746;BACHILLER;FAMILIAR;0;0;0,54604154;0
3035;201804;0;0;0;0;0;6160;0;1;EMPLEADO;OBRA, LABOR O MISIÓN;27;SOLTERO;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;1;51;0,974025974;0
3036;201706;0;0;17;0;0;7000;0;1;EMPLEADO;TÉRMINO FIJO;27;SOLTERO;FEMENINO;10447,76119;ESPECIALIZACIÓN;FAMILIAR;2;0;1;0
3037;201704;1;0;58;0;0;7350;0;1;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;MASCULINO;10970,14925;UNIVERSITARIO;FAMILIAR;0;0;0,544217687;0
3038;201801;0;0;30;1;0;9380;0;3;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;MASCULINO;14000;UNIVERSITARIO;FAMILIAR;5;18;0,426439232;1
3039;201705;1;1;168;0;0;7471,75;0;1;EMPLEADO;OBRA, LABOR O MISIÓN;26;SOLTERO;FEMENINO;11151,86567;UNIVERSITARIO;FAMILIAR;2;2;0,936862181;1
3040;201706;0;0;30;0;0;8000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;25;SOLTERO;FEMENINO;11940,29851;TECNÓLOGO;FAMILIAR;0;0;0,5;0
3041;201706;1;0;47;1;0;8194;0;1;EMPLEADO;OBRA, LABOR O MISIÓN;26;SOLTERO;FEMENINO;12229,85075;UNIVERSITARIO;FAMILIAR;20;20;0,97632414;1
3042;201701;0;0;16;0;0;7580;0;1;EMPLEADO;TÉRMINO INDEFINIDO;25;SOLTERO;MASCULINO;11313,43284;BACHILLER;FAMILIAR;0;0;0,527704486;0
3043;201706;1;1;89;0;0;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;25;CASADO;MASCULINO;9194,029851;BACHILLER;FAMILIAR;50;0;0,974025974;0
3044;201705;0;0;0;0;0;8000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;25;SOLTERO;FEMENINO;11940,29851;UNIVERSITARIO;FAMILIAR;4;0;1;0
3045;201703;0;0;15;0;0;8000;0;0;EMPLEADO;TÉRMINO INDEFINIDO;24;CASADO;FEMENINO;11940,29851;TECNÓLOGO;FAMILIAR;0;0;0,5;0
3046;201709;1;1;351;0;0;7000;0;3;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;MASCULINO;10447,76119;BACHILLER;FAMILIAR;0;0;0,571428571;0
3047;201706;0;0;17;0;0;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;24;SOLTERO;FEMENINO;9194,029851;BACHILLER;FAMILIAR;19;0;0,974025974;0
3048;201705;0;0;0;0;0;6460;0;1;EMPLEADO;TÉRMINO FIJO;23;SOLTERO;MASCULINO;9641,791045;BACHILLER;FAMILIAR;12;0;0,92879257;0
3049;201705;0;0;17;0;0;8700;0;1;EMPLEADO;TÉRMINO INDEFINIDO;23;SOLTERO;FEMENINO;12985,07463;TECNÓLOGO;FAMILIAR;3;0;1,034482759;0
3050;201702;0;0;0;0;0;8000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;21;SOLTERO;MASCULINO;11940,29851;ESPECIALIZACIÓN;FAMILIAR;0;0;0,5;0
3051;201708;0;0;0;0;0;6557,65;0;1;EMPLEADO;TÉRMINO FIJO;28;SOLTERO;FEMENINO;9787,537313;UNIVERSITARIO;FAMILIAR;72;74;1,067455567;0
3052;201705;1;0;47;0;0;6160;0;2;EMPLEADO;OBRA, LABOR O MISIÓN;27;SOLTERO;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;0;0;0,487012987;0
3053;201704;1;1;76;1;1;6280;0;1;EMPLEADO;TÉRMINO INDEFINIDO;25;OTROS;FEMENINO;9373,134328;BACHILLER;FAMILIAR;8;8;0,955414013;1
3054;201804;0;0;0;0;0;6160;0;0;EMPLEADO;OBRA, LABOR O MISIÓN;28;SOLTERO;MASCULINO;9194,029851;BACHILLER;FAMILIAR;0;0;0,487012987;0
3055;201709;0;0;17;0;1;6800;0;3;EMPLEADO;OBRA, LABOR O MISIÓN;30;CASADO;FEMENINO;10149,25373;BACHILLER;FAMILIAR;14;0;1,029411765;0
3056;201703;0;0;30;1;1;9422,4;0;3;EMPLEADO;TÉRMINO FIJO;27;SOLTERO;MASCULINO;14063,28358;UNIVERSITARIO;FAMILIAR;12;12;0,955170657;1
3057;201704;1;0;47;1;0;6233,55;0;2;EMPLEADO;OTROS;27;SOLTERO;FEMENINO;9303,80597;TECNÓLOGO;FAMILIAR;5;13;0,962533388;1
3058;201710;0;0;0;1;0;7532,85;0;1;EMPLEADO;TÉRMINO INDEFINIDO;26;CASADO;MASCULINO;11243,0597;TECNÓLOGO;FAMILIAR;7;29;0,929263161;0
3059;201710;0;0;0;1;0;8940;0;3;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;MASCULINO;13343,28358;TECNÓLOGO;FAMILIAR;3;17;1,006711409;1
3060;201711;0;0;0;0;0;8955;0;1;EMPLEADO;TÉRMINO INDEFINIDO;21;SOLTERO;FEMENINO;13365,67164;UNIVERSITARIO;FAMILIAR;27;0;0,446677834;0
3061;201705;0;0;30;0;0;8998,8;0;3;EMPLEADO;TÉRMINO FIJO;26;CASADO;MASCULINO;13431,04478;BACHILLER;FAMILIAR;44;0;0,444503712;0
3062;201711;0;0;28;1;0;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;25;SOLTERO;FEMENINO;9194,029851;UNIVERSITARIO;FAMILIAR;1;87;0,649350649;1
3063;201711;1;0;60;0;0;6160;0;1;EMPLEADO;TÉRMINO FIJO;24;SOLTERO;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;0;0;0,487012987;0
3064;201704;0;0;17;1;0;8989,76;0;2;EMPLEADO;TÉRMINO INDEFINIDO;23;OTROS;MASCULINO;13417,55224;BACHILLER;FAMILIAR;10;21;1,001139074;1
3065;201707;0;0;0;0;0;8000;0;2;EMPLEADO;TÉRMINO INDEFINIDO;24;CASADO;FEMENINO;9533,134328;TECNÓLOGO;FAMILIAR;0;0;0,469689379;0
3066;201705;1;0;58;0;0;8000;0;1;EMPLEADO;TÉRMINO FIJO;27;SOLTERO;MASCULINO;11940,29851;UNIVERSITARIO;FAMILIAR;15;0;1;0
3067;201708;0;0;17;0;0;7918,63;0;1;EMPLEADO;TÉRMINO INDEFINIDO;28;SOLTERO;FEMENINO;11818,85075;TECNÓLOGO;FAMILIAR;2;0;1,010275767;0
3068;201709;0;0;0;1;0;7488,24;0;1;EMPLEADO;TÉRMINO FIJO;28;SOLTERO;FEMENINO;11176,47761;TECNÓLOGO;FAMILIAR;7;96;0,934799098;1
3069;201712;0;0;17;1;1;8721,8;0;2;EMPLEADO;TÉRMINO FIJO;28;SOLTERO;FEMENINO;13017,61194;BACHILLER;FAMILIAR;4;47;1,031897086;2
3070;201708;1;0;46;1;0;9550;0;2;EMPLEADO;TÉRMINO INDEFINIDO;28;SOLTERO;MASCULINO;14253,73134;TECNÓLOGO;FAMILIAR;5;25;0,523560209;1
3071;201705;0;0;0;1;0;6585,08;0;6;EMPLEADO;TÉRMINO FIJO;28;SOLTERO;FEMENINO;9828,477612;OTROS;ALQUILADA;14;14;1,063009105;1
3072;201809;0;0;28;1;0;8500;0;1;EMPLEADO;TÉRMINO INDEFINIDO;28;SOLTERO;FEMENINO;12686,56716;TECNÓLOGO;FAMILIAR;4;50;0,941176471;1
3073;201705;1;0;47;1;0;6980;0;4;EMPLEADO;TÉRMINO INDEFINIDO;27;OTROS;FEMENINO;10417,91045;TECNÓLOGO;ALQUILADA;6;0;1,00286533;0
3074;201705;0;0;0;1;0;7210;0;1;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;MASCULINO;10761,19403;TECNÓLOGO;FAMILIAR;3;0;0,970873786;0
3075;201709;0;0;27;0;0;9000;0;0;EMPLEADO;TÉRMINO FIJO;27;SOLTERO;FEMENINO;13432,83582;UNIVERSITARIO;FAMILIAR;5;0;1;0
3076;201803;0;0;18;1;0;7500;0;9;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;FEMENINO;11194,02985;TECNÓLOGO;FAMILIAR;5;14;1,066666667;1
3077;201711;0;0;0;1;0;8000;0;0;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;MASCULINO;11940,29851;UNIVERSITARIO;FAMILIAR;10;27;1;1
3078;201708;1;0;45;0;0;6780;0;1;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;MASCULINO;10119,40299;BACHILLER;FAMILIAR;1;1;0,442477876;1
3079;201711;0;0;0;0;0;6800;0;1;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;FEMENINO;10149,25373;UNIVERSITARIO;FAMILIAR;30;0;0,441176471;0
3080;201711;0;0;28;0;0;9380;300000;1;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;MASCULINO;14000;TECNÓLOGO;ALQUILADA;0;0;0,319829424;0
3081;201708;1;0;59;0;0;9000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;MASCULINO;13432,83582;UNIVERSITARIO;PROPIA;6;0;1;0
3082;201711;0;0;18;1;0;9560;0;1;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;MASCULINO;14268,65672;BACHILLER;FAMILIAR;4;18;0,523012552;1
3083;201704;0;0;17;1;1;6160;1;1;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;FEMENINO;9194,029851;TECNÓLOGO;FAMILIAR;3;0;0,974025974;0
3084;201705;0;0;17;0;0;7180;0;1;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;FEMENINO;10716,41791;BACHILLER;FAMILIAR;13;0;0,557103064;0
3085;201712;0;0;17;0;0;7150;0;2;EMPLEADO;TÉRMINO FIJO;27;SOLTERO;FEMENINO;10671,64179;TECNÓLOGO;FAMILIAR;0;0;0,559440559;0
3086;201709;0;0;16;0;0;6160;0;2;EMPLEADO;TÉRMINO FIJO;26;CASADO;MASCULINO;9194,029851;UNIVERSITARIO;FAMILIAR;4;33;0,974025974;0
3087;201704;0;0;0;0;0;6540;0;1;EMPLEADO;TÉRMINO INDEFINIDO;26;CASADO;MASCULINO;9761,19403;UNIVERSITARIO;PROPIA;71;0;1,070336391;0
3088;201709;0;0;0;0;0;6200;0;8;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;FEMENINO;9253,731343;UNIVERSITARIO;FAMILIAR;0;0;0,483870968;0
3089;201701;0;0;0;0;0;6880;0;1;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;FEMENINO;10268,65672;UNIVERSITARIO;FAMILIAR;3;0;1,017441861;0
3090;201710;1;0;46;1;0;6160;0;2;EMPLEADO;OBRA, LABOR O MISIÓN;25;OTROS;FEMENINO;9194,029851;TECNÓLOGO;FAMILIAR;9;42;0,974025974;0
3091;201712;0;0;16;0;0;8286,85;0;2;EMPLEADO;TÉRMINO INDEFINIDO;25;SOLTERO;FEMENINO;12368,43284;UNIVERSITARIO;FAMILIAR;5;0;0,482692459;0
3092;201704;1;0;47;0;0;7200;0;1;EMPLEADO;TÉRMINO INDEFINIDO;23;SOLTERO;MASCULINO;10746,26866;BACHILLER;FAMILIAR;0;0;0,555555556;0
3093;201702;1;1;91;1;0;6450;0;1;EMPLEADO;OBRA, LABOR O MISIÓN;23;CASADO;FEMENINO;9626,865672;TECNÓLOGO;FAMILIAR;1;8;0,930232558;2
3094;201712;0;0;29;0;0;6160;0;0;EMPLEADO;TÉRMINO INDEFINIDO;21;SOLTERO;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;0;0;0,487012987;0
3095;201706;1;0;60;1;1;8760;0;4;EMPLEADO;TÉRMINO INDEFINIDO;25;SOLTERO;MASCULINO;13074,62687;TECNÓLOGO;FAMILIAR;6;0;1,02739726;0
3096;201711;1;1;121;0;0;7500;0;6;EMPLEADO;TÉRMINO INDEFINIDO;25;SOLTERO;FEMENINO;11194,02985;BACHILLER;FAMILIAR;3;0;1,066666667;0
3097;201705;1;1;61;0;0;7200;0;1;EMPLEADO;TÉRMINO FIJO;20;SOLTERO;MASCULINO;10746,26866;BACHILLER;FAMILIAR;0;0;0,555555556;0
3098;201801;0;0;28;0;2;6160;0;1;EMPLEADO;TÉRMINO FIJO;28;CASADO;MASCULINO;9194,029851;BACHILLER;FAMILIAR;0;0;0,487012987;0
3099;201710;0;0;16;1;0;6160;0;7;EMPLEADO;TÉRMINO FIJO;27;OTROS;MASCULINO;9194,029851;BACHILLER;FAMILIAR;3;35;0,974025974;0
3100;201712;0;0;28;1;2;9570;0;1;EMPLEADO;TÉRMINO FIJO;23;CASADO;MASCULINO;14283,58209;BACHILLER;FAMILIAR;5;0;0,52246604;0
3101;201706;0;0;17;0;1;8000;0;3;EMPLEADO;TÉRMINO INDEFINIDO;28;SOLTERO;FEMENINO;11940,29851;UNIVERSITARIO;FAMILIAR;11;0;1;0
3102;201711;0;0;0;0;0;8000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;24;SOLTERO;FEMENINO;11940,29851;TECNÓLOGO;FAMILIAR;0;0;0,5;0
3103;201708;1;1;78;1;0;7268,52;0;1;EMPLEADO;TÉRMINO INDEFINIDO;28;SOLTERO;FEMENINO;10848,53731;TECNÓLOGO;FAMILIAR;6;104;0,963057129;1
3104;201704;0;0;13;0;0;7220;0;1;EMPLEADO;TÉRMINO INDEFINIDO;28;SOLTERO;FEMENINO;10776,1194;TECNÓLOGO;FAMILIAR;43;54;0,969529086;0
3105;201808;0;0;0;1;0;8000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;28;SOLTERO;FEMENINO;11940,29851;UNIVERSITARIO;FAMILIAR;2;0;1;0
3106;201709;0;0;27;0;0;8600;0;1;EMPLEADO;TÉRMINO INDEFINIDO;28;CASADO;FEMENINO;12835,8209;TECNÓLOGO;FAMILIAR;15;0;1,046511628;0
3107;201710;0;0;0;0;0;9000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;28;SOLTERO;FEMENINO;13432,83582;ESPECIALIZACIÓN;FAMILIAR;32;0;1;0
3108;201710;0;0;0;0;0;6200;0;2;EMPLEADO;TÉRMINO INDEFINIDO;28;SOLTERO;FEMENINO;9253,731343;TECNÓLOGO;FAMILIAR;4;0;0,483870968;0
3109;201804;0;0;18;1;0;6631,04;0;1;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;FEMENINO;9897,074627;UNIVERSITARIO;FAMILIAR;5;88;0,45241772;2
3110;201708;0;0;0;0;0;8620;0;0;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;MASCULINO;12865,67164;TECNÓLOGO;FAMILIAR;0;0;0,464037123;0
3111;201712;0;0;17;1;0;8730;0;1;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;FEMENINO;13029,85075;ESPECIALIZACIÓN;FAMILIAR;21;59;1,030927835;1
3112;201801;1;1;182;0;0;7000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;MASCULINO;10447,76119;UNIVERSITARIO;FAMILIAR;0;0;0,571428571;0
3113;201705;0;0;0;1;0;7000;0;0;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;MASCULINO;9701,492537;TECNÓLOGO;FAMILIAR;31;34;1,076923077;1
3114;201704;0;0;17;1;0;7744;0;1;EMPLEADO;TÉRMINO INDEFINIDO;28;SOLTERO;FEMENINO;11558,20896;UNIVERSITARIO;FAMILIAR;5;36;0,774793388;1
3115;201801;0;0;0;0;0;9000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;FEMENINO;13432,83582;UNIVERSITARIO;FAMILIAR;0;0;0,555555556;0
3116;201706;0;0;0;1;0;7500;0;1;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;FEMENINO;11194,02985;TECNÓLOGO;FAMILIAR;3;45;1,066666667;0
3117;201702;1;0;47;0;0;9432;0;1;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;MASCULINO;14077,61194;TECNÓLOGO;FAMILIAR;9;9;0,954198473;1
3118;201710;0;0;0;1;0;8360;0;1;EMPLEADO;TÉRMINO FIJO;26;SOLTERO;MASCULINO;12477,61194;TECNÓLOGO;FAMILIAR;19;71;0,956937799;1
3119;201707;0;0;0;0;0;9012,4;0;1;EMPLEADO;OBRA, LABOR O MISIÓN;25;SOLTERO;MASCULINO;13451,34328;UNIVERSITARIO;FAMILIAR;0;0;0,554791177;0
3120;201803;0;0;0;1;0;8500;0;1;EMPLEADO;TÉRMINO INDEFINIDO;25;SOLTERO;MASCULINO;12686,56716;TECNÓLOGO;FAMILIAR;4;28;0,352941177;2
3121;201710;1;0;47;1;0;9850;0;1;EMPLEADO;TÉRMINO INDEFINIDO;25;SOLTERO;MASCULINO;14701,49254;TECNÓLOGO;FAMILIAR;9;16;1,015228426;1
3122;201806;0;0;0;1;0;7000;0;3;EMPLEADO;OBRA, LABOR O MISIÓN;24;SOLTERO;MASCULINO;10447,76119;UNIVERSITARIO;FAMILIAR;6;0;1;0
3123;201702;0;0;15;0;0;7000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;24;SOLTERO;MASCULINO;10447,76119;BACHILLER;ALQUILADA;0;0;0,571428571;0
3124;201712;1;1;140;0;0;6965,16;0;1;EMPLEADO;TÉRMINO INDEFINIDO;20;SOLTERO;MASCULINO;10395,76119;TECNÓLOGO;FAMILIAR;0;0;0,43071516;0
3125;201704;0;0;17;1;0;9520;0;1;EMPLEADO;TÉRMINO INDEFINIDO;20;SOLTERO;FEMENINO;14208,95522;UNIVERSITARIO;FAMILIAR;4;10;0,630252101;1
3126;201703;0;0;0;0;0;6804,8;0;0;EMPLEADO;TÉRMINO INDEFINIDO;20;SOLTERO;FEMENINO;10156,41791;TECNÓLOGO;PROPIA;0;0;0,440865272;0
3127;201708;0;0;28;0;1;6160;0;2;EMPLEADO;TÉRMINO INDEFINIDO;29;SOLTERO;MASCULINO;9194,029851;BACHILLER;FAMILIAR;30;0;0,974025974;0
3128;201709;0;0;0;1;0;6804,81;0;2;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;FEMENINO;10156,43284;UNIVERSITARIO;FAMILIAR;10;23;1,028684122;1
3129;201701;0;0;30;1;1;7731,42;0;3;EMPLEADO;TÉRMINO FIJO;27;OTROS;MASCULINO;11539,43284;BACHILLER;FAMILIAR;10;14;1,034738767;1
3130;201712;0;0;17;0;0;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;24;SOLTERO;FEMENINO;9194,029851;TECNÓLOGO;FAMILIAR;0;0;0,487012987;0
3131;201708;0;0;0;1;0;7200;0;1;EMPLEADO;TÉRMINO INDEFINIDO;28;SOLTERO;FEMENINO;10746,26866;TECNÓLOGO;FAMILIAR;3;21;0,972222222;1
3132;201707;0;0;17;0;0;9038,4;0;1;EMPLEADO;TÉRMINO INDEFINIDO;28;SOLTERO;FEMENINO;13490,14925;UNIVERSITARIO;FAMILIAR;0;0;0,553195256;0
3133;201710;1;1;198;0;2;8000;0;2;EMPLEADO;TÉRMINO INDEFINIDO;28;OTROS;MASCULINO;9194,029851;BACHILLER;FAMILIAR;0;0;0,487012987;0
3134;201706;0;0;0;0;0;8000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;MASCULINO;11940,29851;TECNÓLOGO;FAMILIAR;5;0;0,5;0
3135;201706;0;0;30;0;0;9191,59;0;1;EMPLEADO;TÉRMINO INDEFINIDO;25;SOLTERO;MASCULINO;13718,79104;BACHILLER;FAMILIAR;0;0;0,543975526;0
3136;201712;0;0;30;0;0;7000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;23;SOLTERO;MASCULINO;10447,76119;BACHILLER;FAMILIAR;0;0;0,571428571;0
3137;201707;0;0;0;0;0;7500;0;1;EMPLEADO;TÉRMINO INDEFINIDO;29;SOLTERO;FEMENINO;11194,02985;TECNÓLOGO;FAMILIAR;38;0;1,066666667;0
3138;201801;1;0;48;1;0;6460;0;0;EMPLEADO;OBRA, LABOR O MISIÓN;27;SOLTERO;FEMENINO;9641,791045;UNIVERSITARIO;FAMILIAR;3;55;0,92879257;1
3139;201705;1;0;46;0;0;6600;0;3;EMPLEADO;TÉRMINO FIJO;26;SOLTERO;FEMENINO;9850,746269;TECNÓLOGO;FAMILIAR;15;15;1,060606061;0
3140;201708;0;0;28;0;0;6357,7;0;2;EMPLEADO;OBRA, LABOR O MISIÓN;26;OTROS;MASCULINO;9489,104478;UNIVERSITARIO;FAMILIAR;0;0;0,471868758;0
3141;201708;0;0;0;0;0;6160;0;5;EMPLEADO;TÉRMINO FIJO;25;SOLTERO;MASCULINO;9194,029851;UNIVERSITARIO;FAMILIAR;0;0;0,487012987;0
3142;201708;0;0;13;0;0;6160;0;1;EMPLEADO;TÉRMINO FIJO;28;OTROS;MASCULINO;9194,029851;OTROS;FAMILIAR;5;0;0,487012987;0
3143;201701;0;0;17;0;0;8625,19;0;2;EMPLEADO;TÉRMINO FIJO;25;SOLTERO;MASCULINO;12873,41791;BACHILLER;FAMILIAR;18;0;1,043455275;0
3144;201704;0;0;0;0;0;7000;0;2;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;FEMENINO;10447,76119;UNIVERSITARIO;FAMILIAR;3;0;1;0
3145;201703;1;1;76;0;0;8459,89;0;1;EMPLEADO;TÉRMINO INDEFINIDO;22;SOLTERO;FEMENINO;12626,70149;TECNÓLOGO;FAMILIAR;4;0;0,945638773;0
3146;201703;0;0;17;0;2;9200;0;2;EMPLEADO;TÉRMINO INDEFINIDO;24;SOLTERO;MASCULINO;11940,29851;OTROS;PROPIA;18;0;1;0
3147;201709;1;0;48;0;2;7000;0;3;EMPLEADO;TÉRMINO INDEFINIDO;28;OTROS;MASCULINO;10189,55224;BACHILLER;FAMILIAR;4;0;1,02534056;0
3148;201710;1;1;138;1;2;10000;0;11;EMPLEADO;TÉRMINO INDEFINIDO;29;OTROS;MASCULINO;10746,26866;BACHILLER;FAMILIAR;4;0;0,694444444;0
3149;201707;1;1;76;0;2;7000;0;2;EMPLEADO;TÉRMINO INDEFINIDO;26;OTROS;MASCULINO;10447,76119;BACHILLER;FAMILIAR;6;0;1;0
3150;201710;1;0;48;0;3;7000;150000;1;EMPLEADO;TÉRMINO INDEFINIDO;24;OTROS;MASCULINO;10447,76119;BACHILLER;ALQUILADA;0;0;0,571428571;0
3151;201701;0;0;15;0;1;8000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;23;SOLTERO;FEMENINO;11940,29851;BACHILLER;FAMILIAR;0;0;0,5;0
3152;201705;1;0;58;0;0;8206,81;0;2;EMPLEADO;TÉRMINO INDEFINIDO;30;OTROS;MASCULINO;12248,97015;OTROS;FAMILIAR;0;0;0,487400098;0
3153;201707;1;1;91;0;2;8696,91;0;3;EMPLEADO;TÉRMINO INDEFINIDO;28;OTROS;MASCULINO;12980,46269;BACHILLER;FAMILIAR;0;0;0,459933471;0
3154;201705;1;1;209;0;2;8206,81;0;2;EMPLEADO;TÉRMINO INDEFINIDO;27;OTROS;MASCULINO;12248,97015;OTROS;FAMILIAR;0;0;0,487400098;0
3155;201801;0;0;0;1;2;9700;0;5;EMPLEADO;TÉRMINO INDEFINIDO;28;OTROS;MASCULINO;14477,61194;BACHILLER;FAMILIAR;9;9;0,824742268;1
3156;201709;1;1;138;1;1;9701,57;0;4;EMPLEADO;TÉRMINO INDEFINIDO;26;OTROS;MASCULINO;14479,95522;BACHILLER;FAMILIAR;23;23;1,030761001;1
3157;201711;0;0;28;0;2;9199,23;0;1;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;MASCULINO;13730,19403;BACHILLER;FAMILIAR;0;0;0,543523751;0
3158;201710;1;1;109;1;2;9701,57;0;2;EMPLEADO;TÉRMINO INDEFINIDO;21;OTROS;MASCULINO;14479,95522;BACHILLER;FAMILIAR;11;11;1,030761001;1
